,department,education,gender,no_of_trainings,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
5545,Operations,Bachelor's,f,0.0,-1.0,3.4,0.0,0.0,0.04
5546,Operations,Bachelor's,m,0.0,-1.0,-0.4,0.0,0.0,-0.12
5547,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.6,1.0,0.0,-0.68
5548,Technology,Bachelor's,m,0.0,1.0,2.6,0.0,0.0,0.88
5549,Operations,Master's & above,f,0.0,2.0,0.8,1.0,0.0,-0.16
5550,Sales & Marketing,Bachelor's,m,1.0,-2.0,-0.4,1.0,0.0,-0.24
5551,Technology,Bachelor's,m,0.0,0.0,0.6,0.0,0.0,1.12
5552,Finance,Bachelor's,m,1.0,0.0,0.6,0.0,0.0,-0.2
5553,Technology,Master's & above,m,0.0,2.0,0.4,1.0,0.0,0.72
5554,Legal,Bachelor's,f,0.0,0.0,-0.6,0.0,0.0,0.08
5555,Operations,Master's & above,m,1.0,2.0,0.4,1.0,0.0,-0.04
5556,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,-0.36
5557,Operations,Bachelor's,m,0.0,2.0,0.8,1.0,0.0,-0.04
5558,Sales & Marketing,Master's & above,m,1.0,0.0,0.0,1.0,1.0,-0.4
5559,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,-0.36
5560,Operations,Master's & above,f,0.0,2.0,1.6,0.0,1.0,0.52
5561,Operations,Bachelor's,f,0.0,2.0,0.4,1.0,0.0,0.0
5562,Procurement,Master's & above,m,0.0,1.0,0.0,0.0,0.0,0.44
5563,Analytics,Bachelor's,m,0.0,-1.0,-0.4,1.0,0.0,0.84
5564,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.2,0.0,0.0,-0.4
5565,Technology,Bachelor's,m,0.0,1.0,0.6,0.0,0.0,0.68
5566,Sales & Marketing,Bachelor's,m,0.0,-2.0,-0.6,1.0,0.0,-0.4
5567,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.2,1.0,0.0,-0.4
5568,Finance,Bachelor's,m,0.0,0.0,0.0,0.0,0.0,0.08
5569,Analytics,Master's & above,m,0.0,1.0,-0.6,0.0,0.0,0.96
5570,Finance,Bachelor's,m,0.0,0.0,-0.6,1.0,0.0,-0.04
5571,Operations,Bachelor's,f,0.0,1.0,1.2,1.0,0.0,-0.12
5572,Sales & Marketing,Bachelor's,f,0.0,-2.0,0.2,0.0,0.0,-0.48
5573,Sales & Marketing,Bachelor's,m,0.0,1.0,0.4,0.0,0.0,-0.48
5574,Sales & Marketing,Master's & above,m,0.0,-1.0,0.4,0.0,0.0,-0.48
5575,R&D,Master's & above,m,0.0,0.0,2.0,1.0,0.0,1.04
5576,Procurement,Master's & above,f,0.0,2.0,0.0,1.0,0.0,1.16
5577,Sales & Marketing,Bachelor's,m,2.0,0.0,-0.2,0.0,0.0,-0.4
5578,Analytics,Bachelor's,m,0.0,2.0,0.4,0.0,0.0,0.88
5579,Sales & Marketing,Bachelor's,m,0.0,0.0,1.2,0.0,0.0,-0.4
5580,Sales & Marketing,Bachelor's,f,0.0,0.0,-0.4,0.0,0.0,-0.32
5581,Sales & Marketing,Bachelor's,m,0.0,1.0,0.2,0.0,0.0,-0.44
5582,Technology,Below Secondary,m,0.0,-2.0,-0.6,0.0,0.0,0.56
5583,Operations,Bachelor's,m,0.0,-1.0,-0.4,1.0,0.0,-0.08
5584,Analytics,Bachelor's,m,0.0,0.0,-0.6,1.0,0.0,0.88
5585,Procurement,Bachelor's,f,0.0,0.0,0.0,0.0,0.0,0.28
5586,Analytics,Bachelor's,m,0.0,0.0,-0.2,0.0,0.0,1.08
5587,Operations,Bachelor's,f,0.0,1.0,0.4,0.0,0.0,0.16
5588,Sales & Marketing,Bachelor's,m,0.0,1.0,0.8,1.0,0.0,-0.32
5589,Sales & Marketing,Bachelor's,m,4.0,0.0,0.4,0.0,0.0,-0.56
5590,Analytics,Master's & above,m,0.0,-2.0,2.0,0.0,0.0,1.12
5591,Operations,Bachelor's,f,0.0,0.0,-0.6,0.0,0.0,0.04
5592,Sales & Marketing,Bachelor's,m,1.0,0.0,-0.6,1.0,0.0,-0.52
5593,Procurement,Bachelor's,f,0.0,0.0,-0.8,0.0,0.0,0.44
5594,Technology,Bachelor's,f,0.0,1.0,-0.6,1.0,0.0,0.68
5595,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,-0.28
5596,Procurement,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,0.16
5597,Sales & Marketing,Bachelor's,m,1.0,0.0,-0.6,0.0,0.0,-0.52
5598,Operations,Bachelor's,f,0.0,2.0,0.6,1.0,0.0,-0.08
5599,Sales & Marketing,Bachelor's,m,0.0,0.0,0.8,0.0,1.0,-0.04
5600,Analytics,Bachelor's,m,0.0,2.0,-0.6,1.0,0.0,1.08
5601,Analytics,Bachelor's,m,1.0,0.0,-0.2,1.0,0.0,0.96
5602,Technology,Bachelor's,m,0.0,2.0,-0.6,1.0,0.0,0.76
5603,Operations,Bachelor's,f,0.0,2.0,-0.2,0.0,0.0,0.56
5604,Finance,Bachelor's,m,0.0,0.0,-0.6,0.0,0.0,-0.08
5605,Technology,Master's & above,m,0.0,1.0,-0.4,1.0,0.0,0.84
5606,HR,Master's & above,m,0.0,2.0,-0.4,0.0,0.0,-0.4
5607,Technology,Bachelor's,m,1.0,0.0,-0.6,0.0,0.0,0.92
5608,R&D,Bachelor's,m,0.0,0.0,0.4,1.0,0.0,1.08
5609,HR,Master's & above,f,0.0,0.0,1.8,1.0,0.0,-0.48
5610,Sales & Marketing,Bachelor's,f,0.0,2.0,1.8,0.0,0.0,-0.24
5611,Procurement,Bachelor's,m,1.0,0.0,-0.4,0.0,0.0,0.4
5612,Sales & Marketing,Bachelor's,m,0.0,1.0,1.0,0.0,0.0,-0.32
5613,Operations,Bachelor's,f,0.0,2.0,-0.2,1.0,0.0,-0.08
5614,Operations,Bachelor's,f,1.0,2.0,-0.4,1.0,0.0,-0.04
5615,Analytics,Bachelor's,m,0.0,0.0,0.4,0.0,0.0,0.96
5616,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.6,0.0,0.0,-0.4
5617,Technology,Bachelor's,m,1.0,1.0,0.2,0.0,0.0,0.8
5618,Procurement,Master's & above,f,0.0,0.0,0.2,0.0,0.0,0.28
5619,Sales & Marketing,Bachelor's,m,0.0,1.0,4.4,0.0,0.0,-0.36
5620,Technology,Bachelor's,f,1.0,0.0,0.0,0.0,0.0,0.68
5621,Sales & Marketing,Master's & above,m,0.0,2.0,-0.4,1.0,0.0,-0.4
5622,HR,Bachelor's,f,0.0,1.0,-0.2,1.0,0.0,-0.36
5623,Technology,Master's & above,m,0.0,1.0,0.0,1.0,0.0,0.76
5624,Sales & Marketing,Bachelor's,f,0.0,0.0,-0.4,0.0,0.0,-0.28
5625,Sales & Marketing,Bachelor's,m,2.0,-2.0,-0.4,0.0,0.0,-0.36
5626,Technology,Master's & above,m,2.0,-1.0,0.0,0.0,0.0,0.68
5627,Operations,Master's & above,m,0.0,2.0,0.6,0.0,0.0,0.04
5628,Sales & Marketing,Bachelor's,m,1.0,-2.0,0.4,0.0,0.0,-0.44
5629,Finance,Bachelor's,m,0.0,0.0,-0.6,1.0,0.0,-0.2
5630,Technology,Bachelor's,m,1.0,2.0,-0.2,0.0,0.0,0.72
5631,Operations,Bachelor's,f,0.0,2.0,-0.4,0.0,0.0,1.44
5632,Technology,Bachelor's,m,0.0,1.0,-0.8,0.0,0.0,0.52
5633,Procurement,Bachelor's,f,0.0,-2.0,-0.2,0.0,0.0,0.4
5634,Procurement,Master's & above,f,1.0,0.0,-0.2,0.0,0.0,0.4
5635,R&D,Bachelor's,m,1.0,2.0,0.0,1.0,0.0,0.88
5636,Sales & Marketing,Master's & above,m,0.0,2.0,-0.2,0.0,0.0,1.36
5637,Technology,Bachelor's,f,0.0,-2.0,0.2,0.0,0.0,0.68
5638,Sales & Marketing,Master's & above,m,0.0,-2.0,0.0,0.0,0.0,-0.52
5639,Sales & Marketing,Master's & above,m,2.0,-2.0,0.8,0.0,0.0,-0.32
5640,Sales & Marketing,Bachelor's,f,0.0,-1.0,-0.4,0.0,0.0,-0.36
5641,Sales & Marketing,Master's & above,m,0.0,1.0,1.0,0.0,0.0,-0.32
5642,Technology,Bachelor's,m,0.0,2.0,1.0,1.0,0.0,0.84
5643,Operations,Bachelor's,f,0.0,0.0,2.0,0.0,0.0,0.0
5644,Finance,Bachelor's,m,0.0,1.0,0.2,1.0,0.0,-0.04
5645,Procurement,Bachelor's,m,2.0,0.0,0.2,0.0,0.0,0.44
5646,Sales & Marketing,Master's & above,m,0.0,0.0,1.0,0.0,0.0,-0.28
5647,Operations,Bachelor's,m,0.0,2.0,0.0,1.0,0.0,-0.24
5648,Operations,Bachelor's,m,0.0,-1.0,1.2,0.0,0.0,-0.12
5649,Procurement,Bachelor's,f,0.0,0.0,0.0,1.0,0.0,0.48
5650,Sales & Marketing,Master's & above,m,0.0,-2.0,0.0,0.0,0.0,-0.32
5651,Technology,Bachelor's,m,0.0,-2.0,0.2,0.0,0.0,0.72
5652,Technology,Bachelor's,m,1.0,-2.0,0.8,0.0,0.0,0.72
5653,Operations,Bachelor's,f,0.0,2.0,0.0,1.0,0.0,-0.12
5654,Operations,Bachelor's,m,0.0,0.0,0.0,1.0,0.0,-0.04
5655,Analytics,Bachelor's,m,0.0,-2.0,-0.4,1.0,0.0,1.04
5656,Sales & Marketing,Bachelor's,f,0.0,0.0,0.4,0.0,0.0,-0.36
5657,Analytics,Bachelor's,m,0.0,0.0,-0.6,1.0,0.0,0.92
5658,Technology,Bachelor's,m,0.0,0.0,0.2,0.0,0.0,0.84
5659,Sales & Marketing,Bachelor's,m,0.0,-1.0,0.4,0.0,0.0,-0.6
5660,Analytics,Bachelor's,m,0.0,1.0,-0.4,0.0,0.0,1.04
5661,Technology,Master's & above,m,0.0,-1.0,-0.4,0.0,0.0,0.68
5662,HR,Bachelor's,m,0.0,0.0,-0.2,1.0,0.0,-0.16
5663,Procurement,Below Secondary,f,0.0,0.0,-0.8,1.0,0.0,0.2
5664,Procurement,Master's & above,f,1.0,-2.0,0.0,1.0,0.0,0.56
5665,Operations,Bachelor's,m,0.0,2.0,-0.4,1.0,0.0,-0.2
5666,Operations,Bachelor's,m,0.0,0.0,0.6,1.0,0.0,-0.2
5667,Sales & Marketing,Bachelor's,m,0.0,-2.0,1.6,0.0,0.0,-0.44
5668,Operations,Bachelor's,f,1.0,-2.0,0.0,0.0,0.0,0.08
5669,Operations,Bachelor's,m,0.0,2.0,-0.4,1.0,0.0,0.12
5670,Operations,Master's & above,m,0.0,-2.0,-0.6,1.0,0.0,-0.16
5671,Analytics,Bachelor's,m,1.0,2.0,-0.6,0.0,0.0,1.2
5672,Sales & Marketing,Bachelor's,m,0.0,-2.0,1.0,0.0,0.0,-0.6
5673,Analytics,Bachelor's,m,1.0,2.0,-0.4,0.0,0.0,1.08
5674,HR,Bachelor's,m,0.0,-2.0,-0.4,1.0,0.0,-0.52
5675,Sales & Marketing,Bachelor's,m,1.0,0.0,0.0,1.0,0.0,-0.6
5676,Finance,Bachelor's,f,0.0,2.0,1.0,1.0,0.0,-0.04
5677,Analytics,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,1.12
5678,Operations,Master's & above,f,0.0,1.0,0.0,0.0,0.0,0.0
5679,Analytics,Bachelor's,m,0.0,0.0,-0.2,0.0,0.0,0.96
5680,Technology,Master's & above,m,0.0,0.0,0.0,0.0,0.0,0.8
5681,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.6,0.0,0.0,-0.44
5682,Operations,Master's & above,m,0.0,2.0,0.0,0.0,0.0,-0.24
5683,Sales & Marketing,Master's & above,m,0.0,2.0,0.6,0.0,0.0,-0.32
5684,Procurement,Bachelor's,f,0.0,0.0,0.2,0.0,0.0,0.4
5685,HR,Bachelor's,m,0.0,0.0,-0.2,0.0,0.0,-0.36
5686,Analytics,Bachelor's,m,0.0,0.0,2.2,0.0,0.0,1.08
5687,Procurement,Bachelor's,f,0.0,2.0,0.2,1.0,0.0,0.4
5688,Operations,Below Secondary,m,0.0,0.0,-0.8,0.0,0.0,0.0
5689,HR,Bachelor's,f,0.0,-1.0,-0.2,0.0,0.0,-0.52
5690,Operations,Bachelor's,f,0.0,0.0,0.4,0.0,0.0,-0.32
5691,Analytics,Bachelor's,m,0.0,1.0,0.6,0.0,0.0,0.88
5692,Sales & Marketing,Master's & above,f,0.0,-1.0,0.2,0.0,0.0,-0.56
5693,Operations,Bachelor's,m,0.0,-2.0,0.8,0.0,0.0,0.12
5694,Operations,Below Secondary,m,0.0,2.0,-0.2,1.0,0.0,-0.04
5695,Sales & Marketing,Bachelor's,m,1.0,-2.0,-0.2,0.0,0.0,-0.52
5696,Sales & Marketing,Bachelor's,m,2.0,0.0,0.4,0.0,0.0,-0.36
5697,Technology,Bachelor's,m,1.0,1.0,-0.4,1.0,0.0,0.76
5698,Procurement,Bachelor's,m,0.0,1.0,0.4,1.0,0.0,0.48
5699,Operations,Bachelor's,m,0.0,2.0,0.0,1.0,0.0,0.08
5700,HR,Bachelor's,f,0.0,-2.0,1.2,0.0,0.0,-0.28
5701,Procurement,Master's & above,f,0.0,2.0,1.6,0.0,0.0,0.44
5702,Operations,Bachelor's,f,0.0,0.0,-0.8,0.0,0.0,-0.2
5703,Sales & Marketing,Bachelor's,m,0.0,2.0,0.6,1.0,0.0,-0.28
5704,Operations,Master's & above,m,1.0,2.0,2.4,0.0,0.0,0.0
5705,Operations,Bachelor's,m,0.0,2.0,-0.4,0.0,0.0,-0.16
5706,Procurement,Master's & above,f,0.0,0.0,0.0,0.0,0.0,0.32
5707,Procurement,Master's & above,f,0.0,2.0,4.4,1.0,0.0,0.4
5708,Sales & Marketing,Master's & above,f,0.0,0.0,0.4,1.0,0.0,-0.36
5709,Procurement,Bachelor's,f,0.0,0.0,0.2,1.0,0.0,0.36
5710,Finance,Bachelor's,f,0.0,0.0,0.2,1.0,0.0,0.08
5711,Technology,Bachelor's,m,0.0,1.0,-0.4,1.0,0.0,0.92
5712,Technology,Bachelor's,f,0.0,1.0,-0.6,0.0,0.0,0.96
5713,Operations,Master's & above,m,0.0,2.0,-0.6,1.0,0.0,-0.16
5714,Operations,Bachelor's,m,0.0,1.0,3.4,1.0,0.0,0.04
5715,Operations,Bachelor's,f,1.0,1.0,0.8,0.0,0.0,-0.16
5716,Procurement,Bachelor's,m,0.0,1.0,-0.2,0.0,0.0,0.2
5717,Technology,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,1.2
5718,Finance,Bachelor's,m,0.0,2.0,-0.4,1.0,0.0,0.08
5719,Procurement,Bachelor's,m,0.0,0.0,0.6,0.0,0.0,0.28
5720,Analytics,Bachelor's,m,1.0,1.0,-0.6,1.0,0.0,1.0
5721,Sales & Marketing,Master's & above,m,0.0,0.0,-0.2,0.0,0.0,-0.08
5722,Sales & Marketing,Bachelor's,m,0.0,0.0,0.0,0.0,0.0,-0.56
5723,Operations,Bachelor's,m,2.0,2.0,0.4,1.0,0.0,-0.08
5724,Operations,Bachelor's,f,1.0,1.0,0.4,1.0,0.0,0.04
5725,Sales & Marketing,Master's & above,m,0.0,0.0,0.4,1.0,0.0,-0.4
5726,Operations,Bachelor's,f,0.0,0.0,-0.8,0.0,0.0,-0.08
5727,Analytics,Bachelor's,m,0.0,2.0,0.2,1.0,0.0,1.08
5728,Technology,Bachelor's,f,0.0,-1.0,2.4,0.0,0.0,0.84
5729,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.4,0.0,0.0,-0.2
5730,Procurement,Bachelor's,f,0.0,0.0,-0.8,0.0,0.0,0.52
5731,Operations,Bachelor's,m,1.0,0.0,0.2,0.0,0.0,0.0
5732,Analytics,Master's & above,m,0.0,0.0,0.2,0.0,0.0,0.72
5733,Sales & Marketing,Bachelor's,m,0.0,-2.0,0.2,1.0,1.0,-0.32
5734,Operations,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,-0.08
5735,Sales & Marketing,Bachelor's,f,0.0,0.0,-0.6,1.0,0.0,-0.36
5736,Analytics,Bachelor's,m,0.0,1.0,1.0,0.0,0.0,1.08
5737,Operations,Bachelor's,f,0.0,1.0,-0.6,1.0,1.0,0.0
5738,Procurement,Master's & above,m,0.0,0.0,1.4,1.0,0.0,0.32
5739,Operations,Bachelor's,f,1.0,0.0,-0.2,0.0,0.0,0.04
5740,Sales & Marketing,Master's & above,m,0.0,0.0,0.0,0.0,0.0,-0.52
5741,Procurement,Master's & above,m,0.0,1.0,-0.4,1.0,0.0,0.32
5742,Operations,Bachelor's,f,0.0,0.0,0.6,0.0,0.0,0.16
5743,Sales & Marketing,Bachelor's,m,0.0,-2.0,-0.4,0.0,0.0,-0.32
5744,Operations,Bachelor's,f,0.0,1.0,1.0,1.0,0.0,0.0
5745,HR,Bachelor's,f,0.0,1.0,0.0,0.0,0.0,-0.32
5746,Analytics,Bachelor's,m,0.0,2.0,0.4,0.0,0.0,1.08
5747,Operations,Bachelor's,m,0.0,1.0,0.2,1.0,0.0,-0.04
5748,Technology,Bachelor's,f,1.0,0.0,-0.4,0.0,0.0,0.92
5749,Operations,Bachelor's,m,0.0,1.0,0.4,1.0,0.0,-0.08
5750,HR,Bachelor's,f,0.0,2.0,-0.6,1.0,0.0,-0.6
5751,Sales & Marketing,Master's & above,m,1.0,0.0,0.8,0.0,0.0,-0.4
5752,Operations,Bachelor's,f,0.0,-2.0,0.0,1.0,0.0,-0.04
5753,Analytics,Bachelor's,m,2.0,1.0,-0.2,1.0,0.0,1.0
5754,Technology,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,0.88
5755,Operations,Bachelor's,m,0.0,2.0,2.0,1.0,0.0,0.0
5756,Sales & Marketing,Master's & above,m,0.0,-1.0,0.8,0.0,0.0,-0.28
5757,Procurement,Master's & above,m,0.0,0.0,-0.6,0.0,0.0,0.36
5758,Procurement,Bachelor's,m,0.0,2.0,-0.6,1.0,0.0,1.16
5759,Procurement,Master's & above,f,0.0,0.0,-0.4,0.0,0.0,0.44
5760,Operations,Bachelor's,m,0.0,2.0,0.8,1.0,0.0,-0.04
5761,Procurement,Bachelor's,f,0.0,-1.0,-0.4,1.0,0.0,0.36
5762,Sales & Marketing,Master's & above,m,2.0,-1.0,0.6,0.0,0.0,-0.36
5763,Finance,Bachelor's,m,1.0,0.0,0.0,0.0,0.0,-0.24
5764,Analytics,Bachelor's,m,0.0,0.0,-0.4,0.0,0.0,1.12
5765,Procurement,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,0.4
5766,Procurement,Bachelor's,f,0.0,0.0,0.2,1.0,0.0,0.32
5767,Sales & Marketing,Bachelor's,m,0.0,-2.0,2.2,0.0,0.0,-0.44
5768,Sales & Marketing,Bachelor's,m,1.0,1.0,0.8,1.0,0.0,-0.56
5769,Procurement,Bachelor's,m,0.0,1.0,-0.6,0.0,0.0,0.32
5770,R&D,Master's & above,m,0.0,-2.0,-0.4,0.0,0.0,1.04
5771,Operations,Bachelor's,m,0.0,1.0,-0.4,0.0,0.0,0.0
5772,Sales & Marketing,Master's & above,m,1.0,0.0,0.4,0.0,0.0,-0.64
5773,Sales & Marketing,Bachelor's,f,2.0,0.0,-0.6,1.0,0.0,-0.44
5774,Technology,Bachelor's,f,0.0,0.0,-0.8,0.0,0.0,0.92
5775,Sales & Marketing,Bachelor's,f,0.0,-2.0,-0.6,1.0,0.0,-0.4
5776,Procurement,Bachelor's,m,0.0,0.0,-0.4,1.0,0.0,0.32
5777,Procurement,Bachelor's,f,1.0,0.0,0.0,0.0,0.0,0.24
5778,Sales & Marketing,Bachelor's,m,0.0,1.0,-0.4,0.0,0.0,-0.6
5779,Operations,Bachelor's,m,1.0,2.0,-0.4,1.0,0.0,0.24
5780,Finance,Bachelor's,m,0.0,1.0,-0.6,1.0,0.0,0.16
5781,Procurement,Bachelor's,m,0.0,1.0,0.4,1.0,0.0,0.44
5782,Analytics,Master's & above,m,1.0,1.0,0.4,0.0,0.0,0.88
5783,Operations,Master's & above,m,0.0,1.0,0.0,0.0,0.0,0.04
5784,Procurement,Bachelor's,f,0.0,1.0,-0.6,0.0,0.0,0.52
5785,Analytics,Bachelor's,m,0.0,1.0,-0.4,1.0,0.0,1.0
5786,Sales & Marketing,Master's & above,m,1.0,1.0,0.2,0.0,0.0,-0.28
5787,Procurement,Master's & above,m,0.0,0.0,1.6,0.0,0.0,0.4
5788,Technology,Bachelor's,m,1.0,-2.0,-0.6,0.0,0.0,0.88
5789,Analytics,Bachelor's,m,1.0,1.0,-0.4,0.0,0.0,0.88
5790,Sales & Marketing,Bachelor's,m,0.0,-2.0,1.0,0.0,0.0,-0.6
5791,HR,Bachelor's,f,0.0,1.0,-0.4,0.0,0.0,-0.48
5792,Analytics,Bachelor's,m,0.0,-2.0,-0.6,0.0,0.0,0.84
5793,Finance,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,0.0
5794,Sales & Marketing,Master's & above,f,0.0,0.0,1.0,0.0,0.0,-0.24
5795,Analytics,Bachelor's,m,1.0,1.0,0.6,0.0,0.0,0.84
5796,R&D,Master's & above,m,1.0,-2.0,1.0,0.0,0.0,1.0
5797,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,-0.36
5798,Procurement,Bachelor's,m,0.0,0.0,0.8,0.0,0.0,0.32
5799,Sales & Marketing,Bachelor's,m,0.0,-2.0,-0.2,1.0,0.0,-0.44
5800,Sales & Marketing,Bachelor's,m,2.0,0.0,0.2,0.0,0.0,-0.32
5801,Sales & Marketing,Bachelor's,m,0.0,0.0,1.2,0.0,0.0,-0.32
5802,Sales & Marketing,Bachelor's,m,0.0,1.0,0.0,1.0,0.0,-0.48
5803,Procurement,Bachelor's,m,0.0,1.0,0.0,1.0,0.0,0.36
5804,Sales & Marketing,Bachelor's,m,0.0,2.0,0.0,0.0,0.0,-0.24
5805,Operations,Bachelor's,f,0.0,-1.0,-0.6,0.0,0.0,-0.12
5806,Procurement,Master's & above,m,2.0,0.0,0.4,0.0,0.0,0.44
5807,Sales & Marketing,Bachelor's,m,0.0,-1.0,0.4,0.0,0.0,-0.24
5808,Operations,Master's & above,m,0.0,0.0,2.6,0.0,0.0,-0.08
5809,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.6,1.0,0.0,-0.52
5810,Sales & Marketing,Master's & above,m,0.0,0.0,2.2,0.0,0.0,-0.08
5811,Technology,Bachelor's,f,1.0,0.0,-0.4,1.0,0.0,0.76
5812,Operations,Bachelor's,f,0.0,1.0,-0.2,0.0,0.0,0.16
5813,Technology,Master's & above,m,0.0,2.0,3.0,1.0,0.0,1.48
5814,Operations,Master's & above,f,1.0,1.0,1.6,1.0,0.0,-0.16
5815,Analytics,Bachelor's,m,0.0,1.0,0.0,0.0,0.0,0.8
5816,Analytics,Bachelor's,m,0.0,0.0,0.0,1.0,0.0,1.0
5817,Analytics,Bachelor's,m,0.0,2.0,0.6,1.0,0.0,0.8
5818,Finance,Master's & above,f,0.0,0.0,-0.4,0.0,0.0,-0.04
5819,Technology,Bachelor's,f,0.0,0.0,0.4,0.0,0.0,0.96
5820,Procurement,Bachelor's,m,0.0,-2.0,0.2,0.0,0.0,0.24
5821,Procurement,Bachelor's,m,0.0,2.0,0.4,1.0,0.0,0.48
5822,Sales & Marketing,Master's & above,m,0.0,-1.0,1.0,0.0,0.0,-0.4
5823,Procurement,Master's & above,f,0.0,-1.0,0.4,0.0,0.0,0.52
5824,Operations,Bachelor's,m,1.0,0.0,-0.8,0.0,0.0,0.0
5825,Technology,Bachelor's,m,0.0,0.0,-0.6,0.0,0.0,0.76
5826,Sales & Marketing,Bachelor's,m,0.0,0.0,2.8,1.0,0.0,-0.56
5827,Analytics,Bachelor's,m,0.0,-2.0,-0.4,0.0,0.0,0.96
5828,Operations,Master's & above,f,0.0,1.0,-0.2,0.0,0.0,0.08
5829,Analytics,Bachelor's,m,0.0,0.0,-0.6,0.0,0.0,1.12
5830,Procurement,Bachelor's,m,0.0,1.0,0.8,1.0,0.0,0.32
5831,Technology,Bachelor's,m,0.0,1.0,0.0,1.0,0.0,0.84
5832,Procurement,Master's & above,m,0.0,-1.0,-0.6,0.0,0.0,0.32
5833,Operations,Bachelor's,m,1.0,0.0,0.8,0.0,0.0,-0.2
5834,Operations,Bachelor's,m,0.0,2.0,0.0,0.0,0.0,0.04
5835,Legal,Bachelor's,m,0.0,0.0,-0.2,1.0,0.0,0.0
5836,Procurement,Bachelor's,f,0.0,0.0,0.4,0.0,0.0,0.36
5837,Operations,Master's & above,m,0.0,1.0,-0.2,0.0,0.0,0.12
5838,Operations,Master's & above,m,0.0,0.0,0.8,1.0,0.0,0.12
5839,Finance,Bachelor's,m,0.0,-2.0,-0.4,0.0,0.0,0.08
5840,Procurement,Bachelor's,m,3.0,0.0,-0.8,1.0,0.0,0.28
5841,Technology,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,0.88
5842,Sales & Marketing,Bachelor's,m,0.0,0.0,0.4,0.0,0.0,-0.52
5843,Sales & Marketing,Master's & above,m,0.0,2.0,-0.2,1.0,0.0,-0.52
5844,Analytics,Bachelor's,m,0.0,1.0,-0.4,1.0,0.0,1.0
5845,Procurement,Bachelor's,m,0.0,2.0,-0.2,0.0,0.0,0.28
5846,Sales & Marketing,Bachelor's,m,0.0,-2.0,0.4,0.0,0.0,-0.44
5847,Sales & Marketing,Master's & above,m,1.0,-2.0,2.8,0.0,0.0,-0.44
5848,Sales & Marketing,Bachelor's,m,1.0,0.0,0.4,0.0,0.0,-0.48
5849,Technology,Bachelor's,m,0.0,0.0,0.6,1.0,0.0,1.0
5850,Technology,Bachelor's,m,0.0,0.0,0.2,0.0,0.0,0.76
5851,Procurement,Master's & above,f,1.0,0.0,0.8,0.0,0.0,0.28
5852,Sales & Marketing,Bachelor's,m,0.0,-2.0,0.2,0.0,0.0,-0.36
5853,Technology,Bachelor's,m,2.0,0.0,0.0,0.0,0.0,1.28
5854,Sales & Marketing,Bachelor's,m,1.0,0.0,-0.4,0.0,0.0,-0.44
5855,Procurement,Bachelor's,m,1.0,2.0,0.6,1.0,0.0,0.4
5856,Sales & Marketing,Bachelor's,m,0.0,0.0,0.0,0.0,0.0,-0.52
5857,Legal,Bachelor's,m,0.0,1.0,2.4,0.0,0.0,-0.2
5858,Operations,Bachelor's,m,0.0,0.0,2.4,1.0,0.0,0.04
5859,Technology,Bachelor's,m,1.0,0.0,0.2,0.0,0.0,0.64
5860,Technology,Bachelor's,m,0.0,0.0,3.4,0.0,0.0,1.0
5861,Finance,Bachelor's,m,0.0,2.0,0.0,0.0,0.0,0.04
5862,Operations,Bachelor's,m,0.0,1.0,0.8,0.0,0.0,0.0
5863,Operations,Bachelor's,f,2.0,0.0,-0.2,1.0,0.0,0.08
5864,Sales & Marketing,Master's & above,m,0.0,0.0,0.4,1.0,0.0,-0.36
5865,Analytics,Bachelor's,m,1.0,2.0,-0.2,1.0,0.0,1.08
5866,Analytics,Bachelor's,m,0.0,1.0,-0.2,1.0,0.0,1.12
5867,Procurement,Bachelor's,f,0.0,2.0,-0.6,1.0,0.0,0.4
5868,HR,Bachelor's,m,0.0,2.0,-0.2,1.0,0.0,-0.36
5869,Sales & Marketing,Bachelor's,m,0.0,-2.0,0.0,0.0,0.0,-0.48
5870,Sales & Marketing,Bachelor's,m,0.0,0.0,0.2,0.0,1.0,-0.44
5871,Sales & Marketing,Bachelor's,m,2.0,-1.0,0.6,0.0,0.0,-0.48
5872,Sales & Marketing,Bachelor's,m,0.0,2.0,0.2,0.0,0.0,-0.24
